id_libro,Unidad,Titulo,Autor,Clasificacion
59335,2,MUEBLES DE CASAS DE MUNECAS,"TOWNER, MARGARET",NK 4893 T745
59326,2,EL ARTISTA DE ACRILICO Y GOUACHE MANUAL : MATERIAL,,ND 1500 A791
59327,2,DICTIONARY OF DRIVES AND MECHATRONICS - WORTERBUCH,"ANTONI, THOMAS",TJ 163.12 A635
59328,2,NUEVAS RUTAS PARA LOS MUSEOS UNIVERSITARIOS : 6TO.,,NA 6700 N964
59329,2,IETU : PERSONAS FISICAS CON ACTIVIDADES EMPRESARIA,"HERNANDEZ RODRiGUEZ, JESUS F.",HJ 2466 H557
59585,2,LICITACION PUBLICA NO. MU-CAE-001-2008 INSTALACION,"FONSECA RODRiGUEZ, ALEJANDRO",KGF 862 F676
59330,2,IETU : PERSONAS FISICAS CON ACTIVIDADES EMPRESARIA,"HERNANDEZ RODRiGUEZ, JESUS F.",HJ 2466 H557
59331,2,GUiA PARA REPARAR ESTRUCTURAS DE CONCRETO : ACI 54,,TA 683.2 G943
59332,2,MANUAL DE TALLADO EN PIEDRA,,NB 1208 M294
59451,2,CASAS 20 HOUSES,"CARRANZA VALLES, ALEX",NA 7115 C312
59334,2,"EL VINO DE RIOJA : CALIDAD, ORIGINALIDAD Y PRESTIG","PASCUAL CORRAL, JAVIER",TP 546 P281
59312,2,CONTROL EN EL ESPACIO DE ESTADO,,QA 402 C764
59336,2,O'GORMAN,,N 6559 O354
59575,2,TIJUANA LA HORRIBLE: ENTRE LA HISTORIA Y EL MITO,"FELIX BERUMEN, HUMBERTO",F 1246 F316
59554,2,SYMMETRY AND SPECTROSCOPY: AN INTRODUCTION TO VIBR,"HARRIS, DANIEL C.",QD 96.V53 H313
59305,2,CIRCUIT SYSTEMS WITH MATLAB AND PSPICE,"YANG, WON Y.",TK 454 Y221
59544,2,ANALISIS Y EVALUACION DE PROYECTOS DE INVERSION PA,"HUERTA RiOS, ERNESTINA",HD 69 H887
59545,2,QUIMICA ANALITICA,"SKOOG, DOUGLAS A.",QD 72 S628
59488,2,LEYENDAS Y RELATOS BAJACALIFORNIANOS,,PQ 7291.B35 L683
59301,2,MODELO PARA EL DISENO DE EDIFICIOS PARA LA SALUD,"CASTILLO EGUiA, HERNANDO",RA 967 C352
59333,2,DECORACION DE CASAS DE MUNECAS : GUiA DE DISENO IN,"FORDER, NICK",NK 4893 F711
59316,2,WIRELESS LAN RADIOS : SYSTEM DEFINITION TO TRANSIS,"BEHZAD, ARYA",TK 5105.78 B421
58791,2,"NEOCLASICISMO Y ROMANTICISMO: ARQUITECTURA, ESCULT",,N 6420 N438
59454,2,MUSEO GUGGENHEIM BILBAO,,DVD 189
59455,2,MESEU NACIONAL D'ART DE CATALUNYA,,DVD 190
59456,2,MUSEO DEL PRADO,,DVD 191
59457,2,INSTITUTO VALENCIANO DE ARTE MODERNO,,DVD 192
59443,2,MANUAL DE PRACTICAS DE TOPOGRAFIA,"GUERRERO HERRERA, MIGUEL ANGEL",TA 545 G934
59325,2,MUJERES TRAS LA CAMARA,"NEWMAN, CATHY",TR 139 N551
59339,2,ENSAYO SOBRE LA LUCIDEZ,"SARAMAGO, JOSE",PQ 9281.A66 S243
59311,2,CONTROL EN EL ESPACIO DE ESTADO,,QA 402 C764
59315,2,PRINCIPIOS DE INGENIERiA DE CIMENTACIONES,"DAS, BRAJA M.",TA 660.S6 D229
59324,2,ENCICLOPEDIA DE MALOS ALUMNOS Y REBELDES QUE LLEGA,"POUY, JEAN-BERNAND",CT 120 P879
59317,2,WIRELESS LAN RADIOS : SYSTEM DEFINITION TO TRANSIS,"BEHZAD, ARYA",TK 5105.78 B421
59318,2,WIRELESS LAN RADIOS : SYSTEM DEFINITION TO TRANSIS,"BEHZAD, ARYA",TK 5105.78 B421
59319,2,LABVIEW 7.1 : PROGRAMACION GRAFICA PARA EL CONTROL,"LAZARO, ANTONI MANUEL",Q 185 L431
5932,2,APRENDIZAJE ORGANIZACIONAL,,HD 58.82 A654
59320,2,LABVIEW 7.1 : PROGRAMACION GRAFICA PARA EL CONTROL,"LAZARO, ANTONI MANUEL",Q 185 L431
59382,2,INMUEBLES CON ESTILO = BUILDING IN STYLE,"HARO, FERNANDO DE",NA 755.6 H292
59322,2,LOS PRESIDENTES DE MEXICO,"ROSAS, ALEJANDRO",F 1231.5 R789
59323,2,ENCICLOPEDIA DE MALOS ALUMNOS Y REBELDES QUE LLEGA,"POUY, JEAN-BERNAND",CT 120 P879
59452,2,SUMMA ARTIS : HISTORIA GENERAL DEL ARTE,,N 5300 S995
59314,2,PRINCIPIOS DE INGENIERiA DE CIMENTACIONES,"DAS, BRAJA M.",TA 660.S6 D229
58837,2,ADMINISTRACION DE LOS SISTEMAS DE INFORMACION : O,"LAUDON, KENNETH C.",T 58.6 L368
58785,2,EL PENSAMIENTO VISIONARIO DE DOUGLAS MCGREGOR: LA,"HEIL, GARY",HF 5549 H466
58813,2,"MULTIPLEXED NETWORKS FOR EMBEDDED SYTEMS: CAN, LIN","PARET, DOMINIQUE",TK 7895.B87 P228
58812,2,LAS CIUDADES INTERMEDIAS Y EL DESARROLLO REGIONAL,"AGUILAR, ADRIAN GUILLERMO",HT 371 A283
58725,2,QUIMICA ANALITICA CUANTITATIVA,"DAY, R. A.",QD 72 D274
58819,2,VEHICULAR ENGINE DESIGN,"HOAG, KEVIN L.",TL 210 H678
58832,2,SISTEMAS DIGITALES Y TECNOLOGIA DE COMPUTADORAS,"ANGULO USATEGUI, JOSE MA.",TK 7888.3 A594
58841,2,STRATEGIC MARKET PLANNING: A BLUEPRINT FOR SUCCES,"MCNAMEE, PATRICK",HF 5414.13 M478
58840,2,COMPORTAMIENTO ORGANIZACIONAL,"LUTHANS, FRED",HD 58.7 L973
58815,2,"CMOS: CIRCUIT DESIGN, LAVOUT, AND SIMULATION","BAKER, R. JACOB",TK 7871.99M44 B167
58838,2,ALAMAR : ANTOLOGiA 1997 - 2007,"CUEVA PELAYO, J. JESUS",PR 4353 C965
58816,2,EMBEDDED SYTEMS: A CONTEMPORANY DESIGN TOOL,"PECKOL, JAMES K.",TK 7895.E42 P368
58835,2,EL ALQUIMISTA,"COELHO, PAULO",PQ 9698.13 C675
58824,2,MATEMATICAS PARA ARQUITECTURA,"CARMONA Y PARDO, MARIO DE JESUS",NA 2750 C287
58833,2,EL PEREGRINO (DIARIO DE UN MAGO),"COELHO, PAULO",PQ 9698.13 C675
58825,2,SISTEMAS DE ESTRUCTURAS = SISTEMAS ESTRUTURAIS,"ENGEL, HEINO",TA 633 E571
58831,2,NONVOLATILE MEMORY TECHNOLOGIES WITH EMPHASIS ON F,,TK 7895.M4 N814
58830,2,ARCHITECTS TODAY,"RATTENBURY, KESTER",NA 680 R237
58829,2,LA DINAMICA DE LA COMUNICACION MASIVA: LOS MEDIOS,"DOMINICK, JOSEPH R.",P 90 D671
58828,2,MODELING AND DESIGN TECHNIQUES FOR RF POWE AMPLIFI,"RAGHAVAN, ARVIND",TK 7871.58 R142
58839,2,AUDITORiA ADMINISTRATIVA. PROCESO Y APLICACION,"AMADOR SOTOMAYO, ALFONSO",HD 58.95 A481
58817,2,DISCRETE-SIGNAL ANALYSIS AND DESIGN,"SABIN, WILLIAM E.",TK 7868.D5 S116
58858,2,TRATAMIENTO DE SENALES EN TIEMPO DISCRETO,"OPPENHEIM, ALAN V.",TK 5103.7 O62
58867,2,APPLIED SOLAR ENERGY: A GUIDE TO THE DESIGN INSTLA,"KUT, DAVID",TH 7413 K974
58859,2,SISTEMAS DE TELEFONiA,"CABEZAS POZO, JOSE DAMIAN",TK 6188 C114
58865,2,ELECTRONICA INDUSTRIAL: ELECTRONICA DE POTENCIA,"BUHLER, HANSRUEDI",TK 7872 B931
58864,2,ELECTRONICA INDUSTRIAL: ELECTRONICA DE REGULACION,"BUHLER, HANSRUEDI",TK 7872 B931
58863,2,"PREVISION SOCIAL . GUiA PRACTICA, LABORAL Y DE SEG","PEREZ CHAVEZ, JOSE",HD 7095 P438
58862,2,ESTADiSTICA APLICADA A LOS NEGOCIOS Y LA ECONOMiA,"LIND, DOUGLAS A.",QA 276.4 L742
58861,2,SISTEMAS DE CONTROL MODERNO,"DORF, RICHARD",TJ 216 D695
58814,2,DRAM CIRCUIT DESIGN: FUNDAMENTAL AND HIGH-SPEED TO,"KEETH, BRENT.",TK 7895.M4 D763
58868,2,LA SEGUNDA VUELTA: NOTAS AUTOBIOGRAFICAS Y COMENTA,"PEREZ TAMAYO, RUY.",Q 27 P438
58834,2,ONCE MINUTOS,"COELHO, PAULO",PQ 9698.13 C675
58823,2,MATEMATICAS PARA ARQUITECTURA,"CARMONA Y PARDO, MARIO DE JESUS",NA 2750 C287
58822,2,VHDL: EL ARTE DE PROGRAMAR SISTEMAS DIGITALES,"MAXINEZ, DAVID G.",TK 7885.7 M464
58821,2,AUTOCAD 2008 AVANZADO: GUiA RAPIDA,"TAJADURA ZAPIRAIN, JOSE ANTONIO",QA 76.758 T129
58820,2,CONTRATOS CIVILES,"ZAMORA Y VALENCIA, MIGUEL ANGEL",KGF 202 Z25
5882,2,ANTROPOLOGiA CULTURAL,"KOTTAK, CONRAD PHILLIP",GN 316 K87
58844,2,CONSEJOS PRACTICOS SOBRE EL CONTRATO INDIVIDUAL DE,"CERVANTES NIETO, HECTOR",HD 4875.M6 C419
58818,2,INTRODUCTION TO FUZZY LOGIC USING MATLAB,"SIVANANDAM, S.N.",QA 9.64 S624
58826,2,JUEGOS PARA EJERCITAR EL CEREBRO CON PALABRAS Y NU,"GAMON, DAVID.",BF 441 G194
58842,2,MUSEO DE J. PAUL GETTY: GUiA DE LAS COLECCIONES,,N 582 M986
58550,2,LIDERAZGO: COMO APROVECHAR LAS LECCIONES DE LA EXP,"HUGHES, RICHARD L.",HD 57.7 H893
62556,2,FUNDAMENTOS DE GESTION EMPRESARIAL : ENFOQUE BASAD,"HERNANDEZ Y RODRiGUEZ, SERGIO",HF 1334.G4 H557
58574,2,PROYECTO EJECUTIVO Y SUPERVISION DE OBRA EN CLiNIC,"WILSON NAVA, FRANCISCO ALFONSO",TESIS ARQUITECTURA 250
62562,2,EL EMPRENDEDOR DE EXITO,"ALCARAZ RODRiGUEZ, RAFAEL",HD 62.7 A348
58572,2,EL GRAN LIBRO DE AUTOCAD 2008,,QA 76.758 G748
58565,2,RESUMEN DE ACTIVIDADES PROFESIONALES,"LEAL OLIVA, FRANCISCO JAVIER",TESIS ELECTRONICA 93
62558,2,FUNDAMENTOS DE GESTION EMPRESARIAL : ENFOQUE BASAD,"HERNANDEZ Y RODRiGUEZ, SERGIO",HF 1334.G4 H557
62559,2,HISTORIA DE LA PSICOLOGiA UN ENFOQUE CONCEPTUAL,"GREENWOOD, JOHN D.",BF 121 G816
6256,2,IMPLEMENTACION DE UN SISTEMA DE TRANSPORTE PUBLICO,"CARRAZCO AVILA, ARMANDO ISMAEL",TE 145 C313
58827,2,SYNCHRONIZATION AND ARBITRATION IN DIGITAL SYSTEMS,"KINNIMENT, DAVID J.",TK 7868.T5 K559
62560,2,HISTORIA DE LA PSICOLOGiA UN ENFOQUE CONCEPTUAL,"GREENWOOD, JOHN D.",BF 121 G816
62553,2,MERCADOTECNIA,"FISCHER DE LA VEGA, LAURA ESTELA",HF 5415 F445
58573,2,SUPERVISION EXTERNA DE OBRA DEL FRACCIONAMIENTO VE,"ANDRADE LARRINAGA, CHRISTIAN",TESIS ARQUITECTURA 249
58527,2,"PHYSIOLOGICAL CONTROL SYSTEMS: ANALYSIS, SIMULATIO","KHOO, MICHAEL C. K.",QP 33.6.M36 K457
58533,2,ADMINISTRACION DE CONOCIMIENTO Y DESARROLLO BASADO,,HD 30.2 A238
58532,2,SISTEMAS ELECTRONICOS DE COMUNICACIONES,"BLAKE, ROY",TK 5105.5 B636
58531,2,INTRODUCCIAN AL DIBUJO TECNICO ARQUITECTONICO,"MARiN D`HOTELLERIE, JOSE LUIS",NA 2715 M337
58530,2,BASIC ENGINEERIG CIRCUIT ANALYSIS,"IRWIN, J. DAVID",TK 454 I726
5853,2,QUE LA NACION ME LO DEMANDE,"LORET DE MOLA, CARLOS",JL 292 L869
58552,2,FUNDAMENTOS DE INVESTIGACION,"LEON ZAVALA, RAMIRO",HD 30.4 L579
58568,2,ADMINSITRACION FINANCIERA CORPORATIVA,"EMERY, DOUGLAS R.",HG 4026 E537
58557,2,FUNDAMENTALS OF CORPORATE FINANCE,"BREALEY, RICHARD A.",HG 4011 B828
59593,2,LICITACION PUBLICA NO. PIPCA-08-TIJ-SF-015 CONSTRU,"CABRERA DELGADO, LUIS ANGEL",KGF 862 C117
58558,2,MODELADO DEL CONSUMO ENERGETICO EN UNA RED DE SENS,"GARCiA CORDOVA, DIEGO ADRIAN",TESIS ELECTRONICA 91
58563,2,DIGITALIZACION Y PRUEBA DE RED DE FIBRA OPTICA Y E,"GONZALEZ ORTiZ, NOHEMA",TESIS ELECTRONICA 92
62563,2,EL EMPRENDEDOR DE EXITO,"ALCARAZ RODRiGUEZ, RAFAEL",HD 62.7 A348
58561,2,ADMINISTRACION DE LA MERCADOTECNIA,CZINKOTA MICHAEL R.,HF 5415 C998
67338,2,CURSO DE DIBUJO Y PINTURA,,VHS 129
62564,2,ADMINISTRACION DE OPERACIONES CONCEPTOS Y CASOS CO,"SCHROEDER, ROGER G.",TS 155.A2 S381
58551,2,FOUNDATION DESIGN: PRINCIPLES AND PRACTICE,"CODUTO, DONALD P.",TA 775 C671
62555,2,INVESTIGACION DE OPERACIONES,"MUNOZ CASTORENA, RODOLFO VALENTiN",T 57.6 M963
62561,2,TRANSFERENCIA DE CALOR Y MASA : FUNDAMENTOS Y APLI,"CENGEL, YUNUS A.",QC 320 C395
62554,2,MERCADOTECNIA,"FISCHER DE LA VEGA, LAURA ESTELA",HF 5415 F445
58556,2,INTRODUCCION A LA CONTABILIDAD FINANCIERA: PERSPEC,,HF 5635 I619
58555,2,MARKETING : UN EFOQUE GLOBAL,"MCCARTHY, E. JEROME",HF 5415 M123
58554,2,CONTROL DE SILLA DE RUEDAS ELECTRICA MEDIANTE COMA,"MUNOZ MARTiNEZ, MARIO ALBERTO",TESIS ELECTRONICA 90
58553,2,GUERRILLA MARKETING WITH TECHNOLOGY: UNLEASHING TH,"LEVINSON, JAY CONRAD",HF 5415 L665
62551,2,ESTATICA,"BEER, FERDINAND P.",QA 821 B243
5856,2,HOSPITAL DE ESPECIALIDADES EN ZACATECAS,"HERNANDEZ CORREA, RUBEN",RA 967 H557
62557,2,FUNDAMENTOS DE GESTION EMPRESARIAL : ENFOQUE BASAD,"HERNANDEZ Y RODRiGUEZ, SERGIO",HF 1334.G4 H557
58746,2,PROCEDIMIENTOS DE RESTAURACION Y MATERIALES: PROTE,"PRADO NUNEZ, RICARDO",NA 105 P911
58810,2,ADVANCED FPGA DESIGN : ARCHITECTURE IMPLEMENTATION,"KILTZ, STEVE",TK 7895.G36 K489
62565,2,FUNDAMENTOS DE QUiMICA,"CHANG, RAYMOND",QD 31.2 C454
58758,2,VISION EMPRESARIAL INTEGRAL,"HAIME LEVY, LUIS",HD 49 H151
58776,2,MANUAL DE PLOMERiA : GUiA PASO A PASO,,TH 6125 M294
58800,2,MUEBLE MODERNO Y JUVENIL = MODERN & JUVENILE FURNI,,NK 1980 M945
58799,2,MUEBLE MODERNO Y JUVENIL = MODERN & JUVENILE FURNI,,NK 1980 M945
58798,2,MUEBLE TAPIZADO = UPHOLSTERED FURNITURE,,TT 198 M945
58797,2,MUEBLE TAPIZADO = UPHOLSTERED FURNITURE,,TT 198 M945
58796,2,MANUAL TECNICO DEL VITRAL : TECNICA DE CINTA DE CO,"SASTRUS, VICENTE M.",NK 5304 S252
58795,2,MANUAL TECNICO DEL VITRAL : TECNICA DE CINTA DE CO,"SASTRUS, VICENTE M.",NK 5304 S252
58803,2,"ACTIVIDADES EMPRESARIALES : PERSONAS FiSICAS, REGI","PEREZ CHAVEZ, JOSE",KGF 4629 P438
5875,2,ANTOLOGiA DE TERROR,,PN 56.H6 A634
58759,2,COMPACTACION DEL CONCRETO ACI-309-05,,TA 682.4 C736
58804,2,CONTRATO ADMINISTRATIVO DE LA REHABILITACION DEL B,"NOVOA CONTRERAS, ROGELIO",TESIS ARQUITECTURA 82
58757,2,VISION EMPRESARIAL INTEGRAL,"HAIME LEVY, LUIS",HD 49 H151
58756,2,LA BLANCA : ARQUITECTURA Y CLASICISMO,,NA 1313 B638
58755,2,PROBLEMAS DE INGENIERiA DE PUESTA A TIERRA,"DE LA VEGA ORTEGA, MIGUEL",TK 3283 D278
58778,2,SUPERVISION DE REHABITACION DEL ACUEDUCTO EN ACCES,"MENDOZA MUNGUiA, ANA MARiA ALEJANDRA",TESIS CIVIL 206
58753,2,ESTUDIO INTEGRAL DE LA NOMINA 2011,"OROZCO COLiN, LUIS ANGEL",KGF 4672 O747
58762,2,"GUiA PARA EL DISENO, CONSTRUCCION Y MATERIALES DE",,TA 683.44 G943
58751,2,ARQUITECTURA Y DISENO POR COMPUTADORA,"DONG, WEI",T 385 D682
58869,2,TRiPTICO,"PEREZ TAMAYO, RUY.",QH 331 P438
58752,2,ADMINISTRACION ESTRATEGICA UN ENFOQUE INTEGRAL,"HILL, CHARLES W.",HD 30.28 H645
58781,2,PERSPECTIVA MODULAR: APLICACION AL DISENO ARQUITEC,GARCiA SALGADO TOMAS,NA 2710 G216
59468,2,LEY GENERAL DE EDUCACION COMENTADA,"BAEZ MARTiNEZ, ROBERTO",KGF 3541 B142
58790,2,"CALCULUS FOR BUSINESS, ECONOMICS, LIFE SCIENCES, A","BARNETT, RAYMOND A.",QA 303.2 B261
58789,2,"CALCULUS FOR BUSINESS, ECONOMICS, LIFE SCIENCES, A","BARNETT, RAYMOND A.",QA 303.2 B261
58788,2,SISTEMAS DE COMUNICACION : UNA INTRODUCCION A LAS,"CARLSON, A. BRUCE",TK 5101 C284
58793,2,"NEOCLASICISMO Y ROMANTICISMO: ARQUITECTURA, ESCULT",,N 6420 N438
58786,2,EL PENSAMIENTO VISIONARIO DE DOUGLAS MCGREGOR: LA,"HEIL, GARY",HF 5549 H466
58794,2,MANUAL TECNICO DEL VITRAL : TECNICA DE CINTA DE CO,"SASTRUS, VICENTE M.",NK 5304 S252
58784,2,EL ARTE EN LA ITALIA DEL RENACIMIENTO: ARQUITECTUR,,N 6915 A786
58802,2,MUEBLE MODERNO Y JUVENIL = MODERN & JUVENILE FURNI,,NK 1980 M945
58782,2,EL ARTE EN LA ITALIA DEL RENACIMIENTO: ARQUITECTUR,,N 6915 A786
58792,2,"NEOCLASICISMO Y ROMANTICISMO: ARQUITECTURA, ESCULT",,N 6420 N438
58780,2,"AGUA , HOMBRE Y PAISAJE","TOLEDO, ALEJANDRO",GB 711 T649
58779,2,"AGUA , HOMBRE Y PAISAJE","TOLEDO, ALEJANDRO",GB 711 T649
58787,2,EL PENSAMIENTO VISIONARIO DE DOUGLAS MCGREGOR: LA,"HEIL, GARY",HF 5549 H466
58801,2,MUEBLE MODERNO Y JUVENIL = MODERN & JUVENILE FURNI,,NK 1980 M945
58808,2,FUNDAMENTALS OF PHOTONICS,"SALEH, BAHAA E.A.",TA 1520 S163
58807,2,FUNDAMENTALS OF PHOTONICS,"SALEH, BAHAA E.A.",TA 1520 S163
58806,2,FUNDAMENTALS OF PHOTONICS,"SALEH, BAHAA E.A.",TA 1520 S163
58805,2,APLICACION DE LA LEY DE OBRA PUBLICA DE LA CONSTRU,"MURO CAMACHO, ISRAEL",TESIS ARQUITECTURA 86
58749,2,AUTOCAD 2008 : 3 DIMENSIONES Y ESPACIO PAPEL,"GUTIERREZ SALAZAR, FERNEY EDUARDO",QA 76.758 G984
58783,2,EL ARTE EN LA ITALIA DEL RENACIMIENTO: ARQUITECTUR,,N 6915 A786
58846,2,ALAMAR : ANTOLOGiA 1997 - 2007,"CUEVA PELAYO, J. JESUS",PR 4353 C965
58856,2,FUNDAMENTOS DE DISENO LOGICO,"ROTH, CHARLES",TK 7867 R845
58855,2,LA AMISTAD EN EL DOLOR: CORRESPONDENCIA ENTRE JOSE,,PQ 7297 A517
58854,2,RECADOS ENTRE ALFONSO REYES Y ANTONIO CASTRO LEAL,"ZAITZEFF, SERGE I.",PQ 7297.R386 Z214
58853,2,INTRODUCCION A LA PERSPECTIVA MODULAR,"GARCiA SALGADO, TOMAS",NA 2710 G216
58843,2,FUNDAMENTOS DE AIRE ACONDICIONADO Y REFRIGERACION,"HERNANDEZ GORIBAR, EDUARDO",TP 492 H557
58851,2,ELECTRONICA DIGITAL PRINCIPIOS Y APLICACIONES,"TOKHEIM, ROGER L.",TK 7888.4 T646
58860,2,CONTABILIDAD ADMINISTRATIVA,"HORNGREN, CHARLES",HF 5635 H816
58849,2,INFORMATICA I,"IBANEZ CARRAZCO, PATRICIA",QA 76 I21
58750,2,ADMINISTRACION ESTRATEGICA UN ENFOQUE INTEGRAL,"HILL, CHARLES W.",HD 30.28 H645
58847,2,INSTRUMENTOS ELECTRONICOS BASICOS,"PALLAS ARENY, RAMON",TK 7878.4 P164
58770,2,PENSAMIENTO CREATIVO,,BF 408 P418
58845,2,REPORTE TECNICO DE SUPERVISON Y CONTROL DE OBRA EN,"VEGA TORRES, EDGAR",TESIS ARQUITECTURA 83
58809,2,ADVANCED FPGA DESIGN : ARCHITECTURE IMPLEMENTATION,"KILTZ, STEVE",TK 7895.G36 K489
58852,2,CAPACITACION FISCAL PARA EJECUTIVOS: NO FISCALISTA,"PEREZ CHAVEZ, JOSE",KGF 4597 P438
58866,2,INTRODUCCION A LA ROBOTICA: PRINCIPIOS TEORICOS Y,"ANGULO USATEGUI, JOSE MA.",TJ 211 A594
58874,2,INTRODUCCION A LA ELECTRONICA DIGITAL,"GIL SANCHEZ, LUIS",TK 7868.D5 G463
58873,2,FiSICA PARA CIENCIAS E INGENIERiA 1,"SERWAY, RAYMOND A.",QC 23 S491
58872,2,PRINCIPIOS DE ANALISIS INSTRUMENTAL,"SKOOG, DOUGALS A.",QD 79.I5 S626
58871,2,MANUAL DE CONTROL INTERNO PARA EL DEPARTAMENTO DE,"REYES ORTiZ, MILAGROS YADIRA",TESIS CONTADOR PUBLICO 5
58848,2,GRANDES JARDINES DE EUROPA: DESDE LA ANTIGUEDAD HA,"KLUCKERT, EHRENFRIED",SB 466 K666
58760,2,COMPACTACION DEL CONCRETO ACI-309-05,,TA 682.4 C736
58748,2,ADMINISTRACION ESTRATEGICA UN ENFOQUE INTEGRAL,"HILL, CHARLES W.",HD 30.28 H645
58747,2,PRECALCULO : MATEMATICAS PARA EL CALCULO,"STEWART, JAMES",QA 303 S849
58754,2,PROBLEMAS DE INGENIERiA DE PUESTA A TIERRA,"DE LA VEGA ORTEGA, MIGUEL",TK 3283 D278
58768,2,ADMINISTRACION Y ESTILOS DE GESTION: LA CLAVE DE L,"MUNCH GALINDO, LOURDES",HF 5351 M963
58811,2,"FRASES DE SABIDURiA: MAS DE 8500 FRASES, MAS DE 10","CASTILLO BONILLA, ROBERTO.",PN 6269.A2 F842
58775,2,MANUAL DE PLOMERiA : GUiA PASO A PASO,,TH 6125 M294
58774,2,ESPACIOS EN ARQUITECTURA,,NA 755 E77
58773,2,ESPACIOS EN ARQUITECTURA,,NA 755 E77
58857,2,CONTROL EN EL ESPACIO DE ESTADO,,QA 402 C764
58771,2,COCINAS Y COMEDORES ASIATICOS CONTEMPORANEOS,"ZABIHI, KARINA",NK 2117.K5 Z12
58850,2,"MULTIVARIABLE CALCULUS, LINEAR ALGEBRA, AND DIFFER","GROSSMAN, STANLEY I.",QA 303 G878
58769,2,ADMINISTRACION Y ESTILOS DE GESTION: LA CLAVE DE L,"MUNCH GALINDO, LOURDES",HF 5351 M963
58761,2,"GUiA PARA EL DISENO, CONSTRUCCION Y MATERIALES DE",,TA 683.44 G943
58767,2,ADMINISTRACION Y ESTILOS DE GESTION: LA CLAVE DE L,"MUNCH GALINDO, LOURDES",HF 5351 M963
58766,2,ADMINISTRACION Y ESTILOS DE GESTION: LA CLAVE DE L,"MUNCH GALINDO, LOURDES",HF 5351 M963
58765,2,ORGANIZACION : DISENO DE ORGANIZACIONES DE ALTO RE,"MUNCH GALINDO, LOURDES",HD 30.28 M963
58764,2,ORGANIZACION : DISENO DE ORGANIZACIONES DE ALTO RE,"MUNCH GALINDO, LOURDES",HD 30.28 M963
58763,2,ORGANIZACION : DISENO DE ORGANIZACIONES DE ALTO RE,"MUNCH GALINDO, LOURDES",HD 30.28 M963
58777,2,RECONSTRUCCION CON CONCRETO HIDRAULICO DE LA AVENI,"RODRiGUEZ SMITH, ViCTOR EZEQUIEL",TESIS CIVIL 207
58870,2,EL SIDA EN MEXICO: VEINTE ANOS DE LA EPIDEMIA,"PONCE DE LEON ROSALES, SAMUEL.",RA 644A.25 S568
58772,2,COCINAS Y COMEDORES ASIATICOS CONTEMPORANEOS,"ZABIHI, KARINA",NK 2117.K5 Z12
59255,2,MANUAL DE DONATARIAS Y SU REGULACION,"PALOMBO BALAS, ISAAC",KGF 4739.A45 P181
69470,2,PRINCIPLES OF NANOTECHNOLOGY : MOLECULAR-BASED STU,"MANSOORI, G. ALI",T 174.7 M289
59254,2,QUE DEBO SABER DE FINANZAS PARA CREAR MI PROPIA EM,"SEPULVEDA GUTIERREZ, PEDRO HERNAN",HD 30.28 S479
59250,2,COMO PINTAR PAREDES: COMO TRANSFORMAR SUS PAREDES,"COHEN, SACHA",NK 2115.5 C678
59592,2,PRINCIPIOS TRIBUTARIOS : ENTRE LA LEGALIDAD Y EL C,"BURGOA TOLEDO, CARLOS ALBERTO",KGF 4589 B957
59175,2,EL DICTAMEN EN LA CONTADURiA PUBLICA,"TELLEZ TREJO, BENJAMiN ROLANDO",HF 635 T275
59257,2,ANALISIS SUGERIDO Y PROCEDIMIENTOS DE DISENO PARA,,TA 683.2 A532
59262,2,EL DERECHO COMO BASE DEL CRECIMIENTO ECONOMICO,"PAZOS, LUIS",HD 82 P348
59177,2,EL DICTAMEN EN LA CONTADURiA PUBLICA,"TELLEZ TREJO, BENJAMiN ROLANDO",HF 635 T275
59252,2,INTRODUCCION A LAS CIENCIAS SOCIALES,"MARTiNEZ RUIZ, HECTOR",H 62 M385
59176,2,EL DICTAMEN EN LA CONTADURiA PUBLICA,"TELLEZ TREJO, BENJAMiN ROLANDO",HF 635 T275
59251,2,COMO PINTAR PAREDES: COMO TRANSFORMAR SUS PAREDES,"COHEN, SACHA",NK 2115.5 C678
59260,2,EL DERECHO COMO BASE DEL CRECIMIENTO ECONOMICO,"PAZOS, LUIS",HD 82 P348
59261,2,EL DERECHO COMO BASE DEL CRECIMIENTO ECONOMICO,"PAZOS, LUIS",HD 82 P348
59256,2,POR LAS CARRETERAS DE MEXICO 2008,"PALACIOS ROJI GARCiA, AGUSTIN",G 1546 P153
59293,2,MATEMATICAS AVANZADAS PARA INGENIERiA,"O`NEIL, PETER V.",QA 401 O586
59285,2,ASESORIA PERSONAL,"KNOWDELL, RICHARD L.",HF 5549 M294
59286,2,ASESORIA PERSONAL,"KNOWDELL, RICHARD L.",HF 5549 M294
59167,2,ADMINISTRACION DE LOS SISTEMAS DE INFORMACION,"OZ, EFFY",T 58.6 O99
59166,2,ADMINISTRACION DE LOS SISTEMAS DE INFORMACION,"OZ, EFFY",T 58.6 O99
6233,2,AGENDA TRIBUTARIA 2017 : CORRELACIONADA ARTiCULO P,"PEREZ CHAVEZ, JOSE",KGF 4594 P438
59532,2,LA ELIMINACION DEL PAPEL: USO DE LOS MEDIOS ELECTR,"MACiAS VALADEZ TREVINO, FRANCISCO J.",KGF 152 M152
5947,2,NEGOCIOS INTERNACIONALES : COMPETENCIA EN EL MERCA,"HILL, CHARLES",HF 1379 H645
